"AptName","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","PlateScale_Reference","CalReference","Cal_PLT19524","Cal_PLT19523","Cal_PLT19522","CalQcRatio_PLT19524_200170","Cal_PLT19521","CalQcRatio_PLT19523_200170","Cal_PLT19525","CalQcRatio_PLT19522_200170","ColCheck","CalQcRatio_PLT19521_200170","CalQcRatio_PLT19525_200170","QcReference_200170","Dilution2"
"seq.23291.18","23291-18",3,"SL023248","PTB-containing, cubilin and LRP1-interacting protein","PCLI1","Q7Z2X4","55022","PID1","Human","RFU","Protein","20",1639.5,1639.5,1.03003078,0.97386397,0.99544627,0.995,1.03347201,1.11,1.05910853,1.063,"PASS",1.094,1.042,935.3,0.2
"seq.23292.1","23292-1",3,"SL023656","Centrosomal protein of 112 kDa","CE112","Q8N8E3","201134","CEP112","Human","RFU","Protein","20",429.1,429.1,1.03124249,1.0300048,0.99030695,1.01,0.99790698,0.986,1.0120283,0.995,"PASS",1.018,0.989,286.6,0.2
"seq.23293.15","23293-15",3,"SL023174","Glutathione-specific gamma-glutamylcyclotransferase 1","CHAC1","Q9BUX1","79094","CHAC1","Human","RFU","Protein","20",1051.8,1051.8,0.97307799,0.98927765,1.00161889,1.147,1.0268476,1.098,1.04293505,1.085,"PASS",1.179,1.113,6428.2,0.2
"seq.23294.19","23294-19",3,"SL023214","Max-like protein X","MLX","Q9UH92","6945","MLX","Human","RFU","Protein","20",1391.8,1391.8,1.24278953,1.16429647,1.08142968,1.104,1.11415306,1.027,1.31612293,0.912,"PASS",1.003,0.909,720,0.2
"seq.23296.29","23296-29",3,"SL003771","SARP-3","SARP-3","Q5T4F7","6425","SFRP5","Human","RFU","Protein","20",1887.2,1887.2,0.99551617,1.01994271,1.05666293,1.015,1.04571397,1.049,1.12540998,1.031,"PASS",1.054,1.032,1191.7,0.2
"seq.23298.148","23298-148",3,"SL023180","Acyl-coenzyme A thioesterase THEM4","THEM4","Q5T1C6","117145","THEM4","Human","RFU","Protein","20",2096.5,2096.5,1.1877514,1.16764133,1.12842457,1.033,1.13606806,0.942,1.20481582,0.956,"PASS",0.965,0.965,1237.9,0.2
"seq.23299.52","23299-52",3,"SL023571","Tubulin polymerization-promoting protein","TPPP","O94811","11076","TPPP","Human","RFU","Protein","20",355.6,355.6,0.92291721,0.94448871,0.91179487,1.046,0.89911504,1.062,0.87911001,1.002,"PASS",1.028,1.005,213.3,0.2
"seq.2330.2","2330-2",1,"SL004712","Stromal cell-derived factor 1","SDF-1","P48061","6387","CXCL12","Human","RFU","Protein","20",1966.7,1966.7,1.05713825,1.10912475,1.02780246,1.023,1.02368311,1.059,1.06996355,1.069,"PASS",1.106,1.044,1420.1,0.2
"seq.23300.3","23300-3",3,"SL023267","RNA-binding protein with multiple splicing 2","RBPS2","Q6ZRY4","348093","RBPMS2","Human","RFU","Protein","20",3560.1,3560.1,1.00981421,1.00587687,1.04175689,0.963,0.96849751,1.051,1.04361973,1.026,"PASS",1.081,1.055,3202.9,0.2
"seq.23301.2","23301-2",3,"SL004091","MSX-2","MSX-2","P35548","4488","MSX2","Human","RFU","Protein","20",387.9,387.9,0.97388903,0.93312485,0.95353982,0.986,0.95307125,1.097,0.95120157,1.026,"PASS",1.029,1.043,209.9,0.2
"seq.23302.19","23302-19",3,"SL023209","Proline-rich AKT1 substrate 1","AKTS1","Q96B36","84335","AKT1S1","Human","RFU","Protein","20",2356.2,2356.2,1.07500684,1.09657002,1.07246245,0.957,1.08306137,1.043,1.16023242,1.015,"PASS",1.06,1.033,2011,0.2
"seq.23303.131","23303-131",3,"SL023347","Thioredoxin domain-containing protein 9","TXND9","O14530","10190","TXNDC9","Human","RFU","Protein","20",773.2,773.2,1.58833196,1.09301668,1.18734644,0.854,1.08901408,0.773,1.1566193,0.851,"FLAG",0.826,0.936,555,0.2
"seq.23304.1","23304-1",3,"SL023387","Protein NipSnap homolog 3B","NPS3B","Q9BS92","55335","NIPSNAP3B","Human","RFU","Protein","20",1848.3,1848.3,1.58461934,1.05816683,1.15569312,0.806,1.11531499,0.858,1.23261087,0.973,"PASS",0.961,0.978,1697.2,0.2
"seq.23305.38","23305-38",3,"SL018576","Receptor expression-enhancing protein 2","REEP2","Q9BRK0","51308","REEP2","Human","RFU","Protein","20",4608.9,4608.9,1.07501225,1.11143532,1.09819386,0.993,1.11619966,1.094,1.16751951,0.997,"PASS",1.052,1.055,3725.7,0.2
"seq.23306.37","23306-37",3,"SL023522","Polyamine-modulated factor 1","PMF1","Q6P1K2","100527963","PMF1","Human","RFU","Protein","20",1945.4,1945.4,1.08620882,1.10046385,1.11076853,0.983,1.11280174,1.057,1.14942393,1.003,"PASS",1.041,1.031,1333.8,0.2
"seq.23307.7","23307-7",3,"SL023574","Clusterin-associated protein 1","CLUA1","Q96AJ1","23059","CLUAP1","Human","RFU","Protein","20",3711.7,3711.7,1.09158015,1.07776068,1.10602223,0.908,1.14756987,1.026,1.20544964,0.96,"PASS",0.971,0.991,2238.8,0.2
"seq.23308.31","23308-31",3,"SL023662","BTB/POZ domain-containing protein KCTD1","KCTD1","Q719H9","284252","KCTD1","Human","RFU","Protein","20",516.7,516.7,0.95156538,0.97785768,0.89907778,1.021,0.89611516,0.966,0.83110825,0.991,"PASS",1.023,1.002,407.1,0.2
"seq.23309.11","23309-11",3,"SL023210","Homologous-pairing protein 2 homolog","HOP2","Q9P2W1","29893","PSMC3IP","Human","RFU","Protein","20",911.9,911.9,0.92625698,0.94078201,0.94087908,1.019,0.96446325,1.148,0.96212281,1.009,"PASS",1.055,1.033,554.5,0.2
"seq.23310.51","23310-51",3,"SL023322","Ras-related protein Rab-38","RAB38","P57729","23682","RAB38","Human","RFU","Protein","20",2891.5,2891.5,1.04473028,1.09170883,1.08801174,1.011,1.14058617,1.084,1.1737842,1.047,"PASS",1.062,1.086,2239.1,0.2
"seq.23311.19","23311-19",3,"SL023191","Ribonuclease P protein subunit p25","RPP25","Q9BUL9","54913","RPP25","Human","RFU","Protein","20",1296.7,1296.7,1.05021463,1.05654689,1.08283925,0.99,1.1260964,1.007,1.0813042,1.058,"PASS",1.036,1.034,913.2,0.2
"seq.23312.16","23312-16",3,"SL023177","Rab-like protein 3","RABL3","Q5HYI8","285282","RABL3","Human","RFU","Protein","20",1230.5,1230.5,1.05567948,1.0604102,1.02618631,0.96,1.02944867,1.023,1.17436534,0.986,"PASS",0.974,0.947,754.2,0.2
"seq.23314.46","23314-46",3,"SL023502","Coiled-coil domain-containing protein 103","CC103","Q8IW40","388389","CCDC103","Human","RFU","Protein","20",572,572,1.06339468,0.98739858,1.08292314,1.008,1.074582,1.036,1.03417104,0.99,"PASS",0.993,1.091,258.7,0.2
"seq.23315.30","23315-30",3,"SL023581","Protein FAM9B","FAM9B","Q8IZU0","171483","FAM9B","Human","RFU","Protein","20",1235.3,1235.3,1.06152789,1.0433277,1.08217258,1.002,1.04104163,1.009,1.04642101,1.012,"PASS",1.028,1.007,756.5,0.2
"seq.23317.10","23317-10",3,"SL012597","Dehydrogenase/reductase SDR family member 11","DHR11","Q6UWP2","79154","DHRS11","Human","RFU","Protein","20",4890.4,4890.4,0.91959383,0.89865672,0.95877036,0.983,0.96552813,1.033,1.01665177,0.99,"PASS",1.014,1.039,3331.6,0.2
"seq.23318.60","23318-60",3,"SL023407","Phosphatidylcholine transfer protein","PPCT","Q9UKL6","58488","PCTP","Human","RFU","Protein","0.5",2418.4,2418.4,0.94027994,1.03024623,1.04896985,1.025,0.92069898,1.009,0.90454817,0.952,"PASS",0.987,1.001,2021.8,0.005
"seq.23319.6","23319-6",3,"SL023414","AN1-type zinc finger protein 2B","ZFN2B","Q8WV99","130617","ZFAND2B","Human","RFU","Protein","0.5",1148.8,1148.8,0.84644857,0.87500952,0.90024293,0.962,1.02115556,1.042,0.86603845,1.008,"PASS",1.069,1.009,1047.9,0.005
"seq.23320.11","23320-11",3,"SL023390","Multivesicular body subunit 12B","MB12B","Q9H7P6","89853","MVB12B","Human","RFU","Protein","20",1406.6,1406.6,0.90918493,0.95149834,0.96494478,0.975,0.93331564,1.047,0.96766648,1.047,"PASS",1.075,1.056,1215.7,0.2
"seq.23321.42","23321-42",3,"SL011265","Coiled-coil domain-containing protein 95","CCD95","Q8NBZ0","283899","INO80E","Human","RFU","Protein","20",287.6,287.6,1.18500206,1.07796102,1.06479082,0.987,1.07796102,0.999,1.10657945,0.96,"PASS",0.939,1.002,199.3,0.2
"seq.23322.2","23322-2",3,"SL023527","Musculin","MUSC","O60682","9242","MSC","Human","RFU","Protein","0.5",17812.5,17812.5,1.20705428,1.01495726,1.14893411,1.041,1.27787104,1.049,1.17177478,1.076,"PASS",1.068,1.066,18824.8,0.005
"seq.23323.25","23323-25",3,"SL021133","Dual specificity phosphatase DUPD1","DUPD1","Q68J44","338599","DUPD1","Human","RFU","Protein","20",930.2,930.2,1.00573035,0.99967759,0.99136737,0.941,0.98768316,1.015,1.05261967,0.975,"PASS",0.991,0.983,556,0.2
"seq.23324.6","23324-6",3,"SL023673","Heat shock protein beta-3","HSPB3","Q12988","8988","HSPB3","Human","RFU","Protein","20",1878.2,1878.2,1.09810571,1.17644848,1.04769342,1.188,1.04419859,1.059,1.11545314,0.958,"PASS",1.02,1.08,806.4,0.2
"seq.23325.18","23325-18",3,"SL023305","Uncharacterized protein C16orf45","CP045","Q96MC5","89927","BMERB1","Human","RFU","Protein","20",2975.6,2975.6,1.23157154,1.25277871,1.24231797,0.996,1.22953597,1.01,1.44383522,0.989,"PASS",1.006,0.963,1696.5,0.2
"seq.23326.10","23326-10",3,"SL009143","Glutathione S-transferase A2","GSTA2","P09210","2939","GSTA2","Human","RFU","Protein","20",7012.1,7012.1,0.94450506,1.01154051,1.01123417,1.042,0.95850021,1.048,1.03366894,1.064,"PASS",1.119,1.067,4806.9,0.2
"seq.23327.1","23327-1",3,"SL023415","BLOC-1-related complex subunit 5","BORC5","Q969J3","118426","BORCS5","Human","RFU","Protein","20",391.9,391.9,0.94845111,0.97052997,0.96337266,1.01,0.93755981,1.004,0.95260088,1.04,"PASS",1.054,1.017,323.1,0.2
"seq.23329.52","23329-52",3,"SL021667","Ras-related protein Rab-4B","RAB4B","P61018","53916","RAB4B","Human","RFU","Protein","20",7396.5,7396.5,0.92182009,0.98639728,1.01796036,0.942,0.97482702,0.972,1.04011981,1.002,"PASS",1.059,0.959,6369.9,0.2
"seq.2333.72","2333-72",1,"SL000584","Transforming growth factor beta-1","TGF-b1","P01137","7040","TGFB1","Human","RFU","Protein","20",1386.8,1386.8,1.10510798,1.06931915,0.90011034,1.016,1.01027173,0.913,0.88157142,0.96,"PASS",0.855,1.005,933.9,0.2
"seq.23330.12","23330-12",3,"SL010773","Uncharacterized protein C22orf13","CV013","Q96NT3","83606","GUCD1","Human","RFU","Protein","20",610.7,610.7,0.94026174,0.93939394,0.89101255,1.013,0.89532327,1.006,0.88532908,1.052,"PASS",1.017,1.027,529.2,0.2
"seq.23334.21","23334-21",3,"SL023693","Late cornified envelope protein 3C","LCE3C","Q5T5A8","353144","LCE3C","Human","RFU","Protein","20",490.1,490.1,0.98137765,0.98078847,0.9774631,0.964,0.95591964,0.996,0.97107192,1.009,"PASS",1.005,0.987,361.1,0.2
"seq.23335.31","23335-31",3,"SL023778","Protein FAM229A","F229A","H3BQW9","100128071","None","Human","RFU","Protein","20",128.2,128.2,0.87270252,0.92163911,0.89027778,0.99,0.86098052,0.968,0.88719723,0.982,"PASS",1.015,1.015,89.1,0.2
"seq.23336.2","23336-2",3,"SL006642","Putative potassium channel regulatory protein","KCNRG","Q8N5I3","283518","KCNRG","Human","RFU","Protein","20",879.5,879.5,1.25535255,1.15042511,1.14324711,0.943,1.11583354,0.908,1.34111009,0.944,"PASS",0.965,0.829,664.4,0.2
"seq.23337.54","23337-54",3,"SL023493","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3","BACD3","Q9H3F6","83892","KCTD10","Human","RFU","Protein","20",1612.8,1612.8,1.16464471,1.07627628,1.07084523,0.918,1.08154506,0.937,1.24627154,0.907,"PASS",0.962,0.902,1087.9,0.2
"seq.23339.46","23339-46",3,"SL023780","Transcription factor 24","TCF24","Q7RTU0","100129654","TCF24","Human","RFU","Protein","20",531.2,531.2,1.06346346,1.05459599,1.02370399,1.008,1.01238803,0.948,1.08541071,0.942,"PASS",0.963,0.96,302.4,0.2
"seq.23340.37","23340-37",3,"SL023292","Methylthioribose-1-phosphate isomerase","MTNA","Q9BV20","84245","MRI1","Human","RFU","Protein","20",1252.8,1252.8,1.15422886,1.08,1.13880556,0.874,1.11231466,0.905,1.21371827,0.911,"PASS",0.967,0.888,758.9,0.2
"seq.23341.16","23341-16",3,"SL021456","Meiotic recombination protein DMC1/LIM15 homolog","DMC1","Q14565","11144","DMC1","Human","RFU","Protein","0.5",970,970,0.90308165,0.96354425,0.96777412,0.944,1.00486895,0.958,0.90501959,0.984,"PASS",0.971,0.981,821.5,0.005
"seq.23342.4","23342-4",3,"SL023642","Arrestin domain-containing protein 5","ARRD5","A6NEK1","645432","ARRDC5","Human","RFU","Protein","20",539.9,539.9,1.00934754,1.01848708,1.00446512,1.006,1.05717642,1.073,1.12690461,0.994,"PASS",1.033,1.066,387,0.2
"seq.23343.6","23343-6",3,"SL023326","Protein rogdi homolog","ROGDI","Q9GZN7","79641","ROGDI","Human","RFU","Protein","20",253.4,253.4,0.97989172,0.93505535,0.92246087,0.942,0.92786525,1.019,1.00996413,1.007,"PASS",1.051,1.017,1633.9,0.2
"seq.23345.2","23345-2",3,"SL023239","N-terminal EF-hand calcium-binding protein 1","NECA1","Q8N987","64168","NECAB1","Human","RFU","Protein","20",2059.3,2059.3,1.31551041,1.24934781,1.14628444,1.059,1.22672306,0.916,1.59796694,0.908,"FLAG",0.947,0.799,1270.9,0.2
"seq.23349.5","23349-5",3,"SL023234","Choline-phosphate cytidylyltransferase A","PCY1A","P49585","5130","PCYT1A","Human","RFU","Protein","20",1391.8,1391.8,0.86895174,0.91307485,0.87677964,0.996,0.89206512,1.097,0.96592408,1.009,"PASS",1.102,1.031,1193,0.2
"seq.23350.66","23350-66",3,"SL023316","Protein FAM118B","F118B","Q9BPY3","79607","FAM118B","Human","RFU","Protein","20",474.2,474.2,0.97132323,0.95585567,0.96108634,0.973,0.94821036,0.971,0.99205021,1.025,"PASS",1.03,0.978,337.4,0.2
"seq.23351.59","23351-59",3,"SL015170","Protein arginine N-methyltransferase 1","ANM1","Q99873","3276","PRMT1","Human","RFU","Protein","20",3721.8,3721.8,1.27633745,1.02421707,1.14015256,0.988,1.14813672,1.06,1.40870553,0.922,"PASS",0.998,0.934,2318.6,0.2
"seq.23352.9","23352-9",3,"SL023709","Dysbindin","DTBP1","Q96EV8","84062","DTNBP1","Human","RFU","Protein","20",260.5,260.5,1.00462784,0.98674242,0.93235505,0.988,0.97274085,1.02,0.96553002,0.968,"PASS",0.99,0.976,179.8,0.2
"seq.23354.12","23354-12",3,"SL023714","Beta-crystallin A2","CRBA2","P53672","1412","CRYBA2","Human","RFU","Protein","20",2193.7,2193.7,0.98376609,1.07592329,1.0311648,1.035,1.00994429,1.019,1.00776369,1.033,"PASS",1.109,1.053,2741.2,0.2
"seq.23356.32","23356-32",3,"SL023488","Coiled-coil domain-containing protein 24","CCD24","Q8N4L8","149473","CCDC24","Human","RFU","Protein","20",346.5,346.5,1.12244898,1.02031802,1.09895338,0.984,1.05223201,0.978,1.15654206,1.029,"PASS",1.049,0.997,216.8,0.2
"seq.23358.42","23358-42",3,"SL023320","Protein FAM118A","F118A","Q9NWS6","55007","FAM118A","Human","RFU","Protein","20",1827.6,1827.6,1.11711491,1.04297209,1.10891329,1.014,1.16148713,1.11,1.24614755,1.052,"PASS",1.072,1.043,1285.3,0.2
"seq.23359.25","23359-25",3,"SL023708","Pre-mRNA-splicing regulator WTAP","FL2D","Q15007","9589","WTAP","Human","RFU","Protein","0.5",5751.4,5751.4,0.99170618,0.91937082,0.92722641,1.007,0.96684934,1.016,0.99064712,1.047,"PASS",0.985,1.045,5284.5,0.005
"seq.23361.20","23361-20",3,"SL019463","RNA-binding protein 4","RBM4","Q9BWF3","5936","RBM4","Human","RFU","Protein","20",646.6,646.6,1.01714645,1.03921569,1.05189523,0.883,1.00920868,0.909,1.08471733,0.941,"PASS",1.019,0.911,842.9,0.2
"seq.23362.26","23362-26",3,"SL023141","Cytosolic 5'-nucleotidase 1A","5NT1A","Q9BXI3","84618","NT5C1A","Human","RFU","Protein","20",710.2,710.2,1.68293839,1.24465475,1.4432026,0.984,1.34431194,0.764,1.60424667,0.898,"FLAG",0.815,0.815,418.1,0.2
"seq.23363.41","23363-41",3,"SL011153","Poly(rC)-binding protein 2","PCBP2","Q15366","5094","PCBP2","Human","RFU","Protein","20",2249.7,2249.7,1.25254719,1.17355243,1.44276278,0.818,1.29785393,0.711,1.39576871,0.882,"FLAG",0.958,0.767,3050.7,0.2
"seq.23364.3","23364-3",3,"SL023679","Uridine-cytidine kinase 1","UCK1","Q9HA47","83549","UCK1","Human","RFU","Protein","20",1098.1,1098.1,0.92370458,0.94761823,0.93082987,0.957,0.88449456,0.991,0.9709107,0.985,"PASS",1.018,1.004,946.3,0.2
"seq.23365.7","23365-7",3,"SL023381","Fibronectin type III domain-containing protein 8","FNDC8","Q8TC99","54752","FNDC8","Human","RFU","Protein","20",636.1,636.1,1.04278689,1.04193284,0.99921458,1.005,0.99546166,0.979,1.04742302,1.029,"PASS",1.063,1.042,817.5,0.2
"seq.23366.15","23366-15",3,"SL019477","Ubiquitin-like protein 7","UBL7","Q96S82","84993","UBL7","Human","RFU","Protein","20",1309,1309,0.89254057,0.88195661,0.89096107,0.916,0.87552672,1.05,0.93226978,0.965,"PASS",0.998,1.008,726.8,0.2
"seq.23367.8","23367-8",3,"SL023352","Ankyrin repeat domain-containing protein 40","ANR40","Q6AI12","91369","ANKRD40","Human","RFU","Protein","20",509.4,509.4,1.05291443,1.03305618,1.00098251,1.004,0.98453807,0.981,1.11004576,0.975,"PASS",0.985,0.925,352.1,0.2
"seq.23369.17","23369-17",3,"SL023448","Phytanoyl-CoA dioxygenase, peroxisomal","PAHX","O14832","5264","PHYH","Human","RFU","Protein","0.5",2659.7,2659.7,0.8915594,0.91986581,0.9884421,1.032,1.10936392,1.069,0.86199968,1.08,"PASS",1.057,1.125,2263.8,0.005
"seq.23370.39","23370-39",3,"SL023250","Voltage-gated potassium channel subunit beta-3","KCAB3","O43448","9196","KCNAB3","Human","RFU","Protein","20",968.2,968.2,1.16678718,1.16398173,1.12177036,0.931,1.2137395,0.973,1.28955781,0.933,"PASS",0.922,0.934,528.7,0.2
"seq.23371.5","23371-5",3,"SL023283","NIF3-like protein 1","NIF3L","Q9GZT8","60491","NIF3L1","Human","RFU","Protein","20",42826,42826,0.96350142,0.94358039,1.01747183,0.855,0.89156381,0.924,0.92593554,0.902,"PASS",0.99,0.956,31836.9,0.2
"seq.23372.112","23372-112",3,"SL007591","Endoplasmic reticulum-Golgi intermediate compartment protein 1","ERGI1","Q969X5","57222","ERGIC1","Human","RFU","Protein","0.5",3045.2,3045.2,0.37659688,0.40166724,0.37513551,0.68,0.37943581,0.777,0.35472823,0.776,"FLAG",0.701,0.762,2018,0.005
"seq.23373.77","23373-77",3,"SL023674","Diphthine methyl ester synthase","DPH5","Q9H2P9","51611","DPH5","Human","RFU","Protein","20",1401.2,1401.2,1.21095843,1.18075335,1.0781779,1.024,1.23857509,1.14,1.3462721,0.968,"PASS",0.954,1.08,946.5,0.2
"seq.23374.42","23374-42",3,"SL017949","N-terminal EF-hand calcium-binding protein 3","NECA3","Q96P71","63941","NECAB3","Human","RFU","Protein","20",1154,1154,1.18553524,1.20108243,1.25203428,0.983,1.3327174,1.038,1.39675623,0.982,"PASS",1.032,0.966,740,0.2
"seq.23375.4","23375-4",3,"SL023451","Ret finger protein-like 3","RFPL3","O75679","10738","RFPL3","Human","RFU","Protein","20",184.4,184.4,0.98189563,1.01207464,0.89558038,0.994,0.91741294,1.005,1.06836616,0.915,"PASS",0.917,0.875,114.7,0.2
"seq.23376.56","23376-56",3,"SL011158","Actin-related protein 2/3 complex subunit 2","ARPC2","O15144","10109","ARPC2","Human","RFU","Protein","20",5367.2,5367.2,1.25722049,0.99996274,1.077513,1.011,1.1653639,0.979,1.09260428,0.966,"PASS",0.945,0.917,4268.5,0.2
"seq.23378.29","23378-29",3,"SL023720","CGG triplet repeat-binding protein 1","CGBP1","Q9UFW8","8545","CGGBP1","Human","RFU","Protein","20",277.1,277.1,1.00216998,1.0127924,0.9760479,1.122,1.08624069,1.067,1.16038526,1.011,"PASS",0.936,0.971,93.4,0.2
"seq.23379.60","23379-60",3,"SL023589","UPF0472 protein C16orf72","CP072","Q14CZ0","29035","C16orf72","Human","RFU","Protein","20",213.6,213.6,0.90816327,0.91595197,0.88851913,0.989,0.87361963,1.061,0.88778055,1.049,"PASS",1.044,1.033,156.3,0.2
"seq.23380.16","23380-16",3,"SL023399","Trans-3-hydroxy-L-proline dehydratase","T3HPD","Q96EM0","112849","L3HYPDH","Human","RFU","Protein","20",1712.1,1712.1,0.93736655,0.96109801,0.91185556,0.942,0.94325382,0.972,0.97355851,0.918,"PASS",0.966,0.974,1104.9,0.2
"seq.23381.8","23381-8",3,"SL019799","Septin-1","SEPT1","Q8WYJ6","1731","SEPTIN1","Human","RFU","Protein","20",881,881,1.18989735,1.17029756,1.11547227,1.098,1.12272206,0.836,1.40465561,0.837,"PASS",0.914,0.83,542.8,0.2
"seq.23382.30","23382-30",3,"SL023149","Variable charge X-linked protein 3","VCX3","Q9NNX9","51481","VCX3A","Human","RFU","Protein","20",499.2,499.2,1.27087576,1.25774754,1.05294242,1.148,1.11032028,0.946,1.24117355,0.897,"PASS",0.922,0.913,273.7,0.2
"seq.23384.19","23384-19",3,"SL023443","BTB/POZ domain-containing protein KCTD17","KCD17","Q8N5Z5","79734","KCTD17","Human","RFU","Protein","20",272,272,0.89005236,0.90275473,0.90939485,1.042,0.90939485,1.122,0.94280763,1.029,"PASS",1.092,1.072,213.2,0.2
"seq.23385.18","23385-18",3,"SL023439","Cytosolic arginine sensor for mTORC1 subunit 1","CAST1","Q8WTX7","652968","CASTOR1","Human","RFU","Protein","20",2736.8,2736.8,1.07832939,1.11315383,1.11048894,1.122,1.10542047,1,1.16010343,1.013,"PASS",1.047,0.957,1633,0.2
"seq.23386.38","23386-38",3,"SL023759","T-complex protein 10A homolog 2","TCP2L","B9ZVM9","401285","None","Human","RFU","Protein","20",2163.7,2163.7,1.09410396,1.0026878,1.03839324,0.967,1.02394586,1.115,1.08624931,1.087,"PASS",1.171,1.115,1411.2,0.2
"seq.23387.18","23387-18",3,"SL023264","TIP41-like protein","TIPRL","O75663","261726","TIPRL","Human","RFU","Protein","20",25455.8,25455.8,0.93047687,0.9555624,1.01936553,0.942,0.96208837,1.066,1.02701918,1.014,"PASS",1.07,1.075,21888.5,0.2
"seq.23389.28","23389-28",3,"SL023551","Fumarylacetoacetate hydrolase domain-containing protein 2A","FAH2A","Q96GK7","51011","FAHD2A","Human","RFU","Protein","20",584.4,584.4,0.89426167,0.85915907,0.87445758,0.976,0.90689013,1.016,0.91756948,0.995,"PASS",1.008,0.984,435.9,0.2
"seq.23390.6","23390-6",3,"SL018069","Coiled-coil domain-containing protein 107","CC107","Q8WV48","203260","CCDC107","Human","RFU","Protein","20",3694.5,3694.5,1.28076683,1.10945946,1.0877694,0.909,1.14760973,1.005,1.2996447,0.936,"PASS",0.961,0.943,2745,0.2
"seq.23391.20","23391-20",3,"SL010853","Protein XRP2","XRP2","O75695","6102","RP2","Human","RFU","Protein","20",2935.3,2935.3,1.00768993,0.92795271,0.90741313,0.897,0.87435584,0.819,1.12188503,0.865,"FLAG",0.915,0.789,1822.6,0.2
"seq.23392.41","23392-41",3,"SL020275","Pleckstrin homology domain-containing family A member 3","PKHA3","Q9HB20","65977","PLEKHA3","Human","RFU","Protein","20",608.3,608.3,1.0327674,0.97577799,1.02632023,0.977,1.02149454,0.982,1.04339623,0.987,"PASS",1.055,1.01,439.8,0.2
"seq.23393.56","23393-56",3,"SL023162","1-acylglycerol-3-phosphate O-acyltransferase ABHD5","ABHD5","Q8WTS1","51099","ABHD5","Human","RFU","Protein","20",801.8,801.8,1.03032639,1.06949446,1.08073864,1.076,1.07407904,1.167,1.18697261,1.101,"PASS",1.163,1.104,863.9,0.2
"seq.23394.125","23394-125",3,"SL023440","Growth arrest-specific protein 2","GAS2","O43903","2620","GAS2","Human","RFU","Protein","20",463.5,463.5,0.95291941,0.97129086,1.00151253,0.99,0.95115945,1.037,0.98848369,1.019,"PASS",1.062,1.057,401.5,0.2
"seq.23395.5","23395-5",3,"SL023224","KH domain-containing, RNA-binding, signal transduction-associated protein 2","KHDR2","Q5VWX1","202559","KHDRBS2","Human","RFU","Protein","20",359.1,359.1,0.88732394,0.9144385,0.90090316,1.014,0.87928501,1.062,0.90658925,1.061,"PASS",1.081,1.121,289.2,0.2
"seq.23396.21","23396-21",3,"SL016468","Twinfilin-2","TWF2","Q6IBS0","11344","TWF2","Human","RFU","Protein","0.5",7152.5,7152.5,0.83429565,0.88216431,0.92089508,1.014,0.96569276,1.031,0.84593914,1.034,"PASS",1.004,1.033,7452.8,0.005
"seq.23398.1","23398-1",3,"SL025485","DNA-directed RNA polymerase II subunit GRINL1A","GRL1A","P0CAP2","81488","POLR2M","Human","RFU","Protein","20",1190.8,1190.8,0.96947,0.96836627,1.02328779,0.963,0.99573543,1.043,1.06779053,0.983,"PASS",1.031,0.984,743.8,0.2
"seq.23399.35","23399-35",3,"SL023509","Nucleoporin NUP53","NUP53","Q8NFH5","129401","NUP35","Human","RFU","Protein","20",1110,1110,1.15264798,1.00063103,1.03554436,0.874,0.98842386,0.806,0.94227504,0.955,"PASS",0.896,0.943,567.7,0.2
"seq.23401.3","23401-3",3,"SL013237","DAZ-associated protein 1","DAZP1","Q96EP5","26528","DAZAP1","Human","RFU","Protein","20",1793.2,1793.2,0.96243023,0.90519939,0.93254979,1.008,0.94563097,1.077,0.93874987,1.055,"PASS",1.083,1.045,920.2,0.2
"seq.23402.147","23402-147",3,"SL023291","Ganglioside-induced differentiation-associated protein 1-like 1","GD1L1","Q96MZ0","78997","GDAP1L1","Human","RFU","Protein","0.5",2500.8,2500.8,1.01427644,1.02943235,1.07834936,0.998,1.29898192,0.963,0.9966126,0.982,"PASS",0.941,1.034,1927,0.005
"seq.23403.64","23403-64",3,"SL023298","Cdc42 effector protein 4","BORG4","Q9H3Q1","23580","CDC42EP4","Human","RFU","Protein","20",929.2,929.2,1.02020202,0.98819526,1.03451347,1.009,1.06121517,1.037,1.07883432,1.036,"PASS",1.064,1.011,670.9,0.2
"seq.23404.16","23404-16",3,"SL013879","Mitotic spindle assembly checkpoint protein MAD2B","MD2L2","Q9UI95","10459","MAD2L2","Human","RFU","Protein","20",1365.7,1365.7,0.92558455,0.89866421,0.90318101,0.931,0.91676176,1.008,1.00916279,0.907,"PASS",0.958,0.976,949,0.2
"seq.23405.33","23405-33",3,"SL023418","HORMA domain-containing protein 2","HORM2","Q8N7B1","150280","HORMAD2","Human","RFU","Protein","20",350.5,350.5,1.08682171,1.0908808,1.05827295,1.024,1.07416488,1.045,1.17735976,0.985,"PASS",1.008,1.068,291.6,0.2
"seq.23406.3","23406-3",3,"SL023219","Ras association domain-containing protein 5","RASF5","Q8WWW0","83593","RASSF5","Human","RFU","Protein","20",737.6,737.6,1.02959241,1.0303115,1.0082012,1.055,1.01402255,1.042,1.09064025,1.094,"PASS",1.148,1.135,1226.4,0.2
